stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
NAC,2024-11-14,,,1200.0,1.71,-0.17,,,0.36,,
NAG,2024-11-14,300.0,2.29,,,0.23,852.0,14.33,11.03,13509.0,0.9
NBB,2024-11-14,200.0,0.5,,,0.77,87.0,284.93,138.99,18150.0,1.37
NAV,2024-11-14,,1.02,2700.0,0.15,0.11,2637.0,7.02,8.71,13289.0,1.39
NAU,2024-11-14,,0.01,245.0,0.03,-0.14,-196.0,-46.48,17.34,8095.0,1.12
NAP,2024-11-14,,,600.0,0.07,-0.26,845.0,10.77,9.79,11103.0,0.82
NBC,2024-11-14,,5.31,800.0,0.09,0.82,-978.0,-9.4,4.2,11226.0,0.82
NBE,2024-11-14,,1.21,1100.0,0.09,0.03,-867.0,-14.06,5.55,10096.0,1.21
NAW,2024-11-14,,,,,0.27,27.0,290.01,31.35,10188.0,0.78
NAS,2024-11-14,,,,,0.26,796.0,32.68,13.7,23260.0,1.12
NBW,2024-11-14,,5.38,1550.0,0.06,0.23,2663.0,10.4,11.65,16009.0,1.73
NCT,2024-11-14,,15.28,8000.0,0.07,0.22,9310.0,12.07,13.5,18392.0,6.11
NBT,2024-11-14,,0.51,1200.0,0.07,-0.33,2061.0,8.68,12.24,15306.0,1.17
NCS,2024-11-14,2000.0,1.91,1500.0,0.06,1.04,3231.0,8.05,8.99,9451.0,2.75
MSR,2024-11-14,1100.0,0.14,,,1.95,-2055.0,-5.61,42.27,11286.0,1.02
NDC,2024-11-14,,0.13,2500.0,0.02,0.14,,,8.1,,
MIM,2024-11-14,,0.39,,,,-2545.0,-1.65,3.58,1700.0,2.47
ND2,2024-11-14,,35.1,2000.0,0.05,-0.04,3083.0,12.0,11.9,16310.0,2.27
NDT,2024-11-14,,,,,0.66,-6387.0,-0.86,40.01,6251.0,0.88
NBP,2024-11-14,,1.13,1800.0,0.15,-0.15,-902.0,-13.53,23.29,18788.0,0.65
NCG,2024-11-14,,0.01,,,1.28,-926.0,-9.3,39.17,16582.0,0.52
NDF,2024-11-14,,1.87,,,,1124.0,0.8,4.02,11090.0,0.08
NDN,2024-11-14,,1.55,,,1.9,919.0,9.68,10.45,15272.0,0.58
NDP,2024-11-14,,,500.0,0.02,0.53,2367.0,10.82,12.92,26685.0,0.96
NDW,2024-11-14,,,860.0,0.11,-1.15,820.0,9.15,7.06,11321.0,0.66
NDX,2024-11-14,,0.4,375.0,0.07,0.13,-97.0,-54.4,11.43,12778.0,0.41
NED,2024-11-14,,,,,1.64,474.0,15.74,31.61,11747.0,0.63
NEM,2024-11-14,,,,,0.3,,,1245.09,10149.0,1.87
NHH,2024-11-14,,0.54,500.0,0.04,0.87,1608.0,8.58,7.29,19254.0,0.72
NET,2024-11-14,100.0,0.77,5000.0,0.06,0.82,8342.0,9.53,12.72,20419.0,3.89
NHP,2024-11-14,,0.2,,,,-954.0,-0.31,8.27,6068.0,0.05
NHC,2024-11-14,,15.68,,,0.22,125.0,238.15,44.11,18102.0,1.64
NHT,2024-11-14,,3.09,1000.0,0.09,1.41,792.0,14.01,6.28,16017.0,0.69
NGC,2024-11-14,,13.42,,,-0.15,-2131.0,-0.84,0.11,-2245.0,-0.8
NHA,2024-11-14,68500.0,1.53,,,2.09,1372.0,19.32,23.41,11455.0,2.31
NJC,2024-11-14,,0.25,1000.0,0.07,0.15,,,4.53,,
NLG,2024-11-14,,48.05,499.0,0.01,1.29,794.0,49.64,18.47,34421.0,1.14
NKG,2024-11-14,23900.0,7.51,,,1.75,1736.0,11.95,13.01,22231.0,0.93
NHV,2024-11-14,,0.46,,,1.85,304.0,2.63,0.64,10895.0,0.07
NFC,2024-11-14,,0.03,1600.0,0.09,0.23,2483.0,7.25,8.33,13372.0,1.35
NO1,2024-11-14,23600.0,4.45,1000.0,0.09,0.33,1252.0,9.34,15.6,13665.0,0.86
NNT,2024-11-14,,0.3,4700.0,0.09,1.23,,,9.64,,
NLS,2024-11-14,,,800.0,0.17,,,,2.4,,
NOS,2024-11-14,,,,,-0.53,-18542.0,-0.04,-0.11,-258711.0,
NNC,2024-11-14,,5.08,500.0,0.02,0.39,2424.0,8.66,13.15,18339.0,1.15
NQB,2024-11-14,,,350.0,0.04,-0.08,903.0,8.86,7.92,11189.0,0.71
NQN,2024-11-14,,,284.0,0.02,1.22,1115.0,12.38,13.16,12686.0,1.09
NS2,2024-11-14,,,132.0,0.01,0.91,692.0,23.84,52.23,10517.0,1.57
NRC,2024-11-14,500.0,5.29,,,0.65,337.0,13.06,10.19,13791.0,0.32
NQT,2024-11-14,,,458.0,0.05,,1240.0,6.86,8.31,12264.0,0.69
NSH,2024-11-14,1000.0,1.32,,,0.87,97.0,48.52,11.58,11491.0,0.41
NSS,2024-11-14,,,399.0,0.11,-0.22,,,8.04,,
NSC,2024-11-14,,8.2,4000.0,0.05,0.43,13203.0,6.02,5.16,82354.0,0.97
NST,2024-11-14,,3.24,650.0,0.06,0.3,1545.0,7.06,7.88,16564.0,0.66
NSL,2024-11-14,,0.65,450.0,0.02,-0.75,569.0,33.4,9.3,14619.0,1.3
NSG,2024-11-14,,,,,-0.14,,,26.94,,
NTC,2024-11-14,,,6000.0,0.03,1.01,10945.0,18.12,17.11,48216.0,4.11
NTB,2024-11-14,,0.3,,,,-14156.0,-0.03,1.06,-46653.0,-0.01
NT2,2024-11-14,5400.0,13.26,700.0,0.04,0.93,863.0,21.95,80.23,14293.0,1.33
NTF,2024-11-14,,,1000.0,0.06,-0.67,,,9.58,,
NTL,2024-11-14,333100.0,15.29,6200.0,0.33,1.9,10342.0,1.83,7.2,15902.0,1.19
NTP,2024-11-14,69300.0,16.82,2500.0,0.04,2.02,5277.0,11.24,15.23,26624.0,2.23
NTH,2024-11-14,,0.1,4500.0,0.08,-0.19,4720.0,12.37,16.83,15992.0,3.65
NVL,2024-11-14,568530.0,4.61,,,1.39,2636.0,4.1,19.52,20831.0,0.52
NTT,2024-11-14,,,,,0.81,1462.0,6.09,23.24,8013.0,1.11
NTW,2024-11-14,,0.06,1000.0,0.05,0.38,,,19.74,,
NUE,2024-11-14,,,780.0,0.08,0.85,,,9.85,10673.0,0.9
NVP,2024-11-14,,,220.0,0.03,,,,13.31,,
NVB,2024-11-14,,3.08,,,1.07,-890.0,-9.77,69.62,9043.0,0.96
OCB,2024-11-14,32500.0,19.53,,,0.86,1477.0,7.28,3.21,12367.0,0.87
NXT,2024-11-14,,0.09,,,0.07,,,4.67,,
NWT,2024-11-14,,,500.0,0.07,0.46,,,10.72,,
NVT,2024-11-14,,0.12,,,0.54,-45.0,-176.36,32.89,6072.0,1.29
OCH,2024-11-14,,0.01,,,0.83,528.0,10.8,26.72,9367.0,0.61
OGC,2024-11-14,,0.24,,,0.65,112.0,34.76,23.46,5398.0,0.72
ODE,2024-11-14,,,,,0.3,583.0,75.63,53.09,11452.0,3.85
OIL,2024-11-14,10100.0,6.26,200.0,0.02,2.83,279.0,40.45,19.7,11114.0,1.01
ONE,2024-11-14,,6.06,,,1.33,-478.0,-11.09,12.05,11937.0,0.44
PAC,2024-11-14,,12.11,1500.0,0.04,1.13,2782.0,13.23,10.69,20655.0,1.78
ONW,2024-11-14,,14.69,,,-0.22,,,0.66,,
OPC,2024-11-14,,0.73,1500.0,0.06,0.12,1668.0,14.27,8.2,13235.0,1.8
ORS,2024-11-14,255900.0,1.22,,,1.5,1413.0,9.34,12.39,11457.0,1.15
PAP,2024-11-14,,,,,2.58,23.0,882.77,-2056.2,10688.0,1.89
PAI,2024-11-14,,0.12,1700.0,0.13,0.57,650.0,20.32,13.98,10195.0,1.29
PAN,2024-11-14,39700.0,19.29,500.0,0.02,1.37,2691.0,8.66,5.71,41622.0,0.56
PAS,2024-11-14,,1.11,,,2.23,218.0,15.13,11.57,13270.0,0.25
PBT,2024-11-14,,,776.0,0.07,0.23,969.0,11.35,14.94,10853.0,1.01
PAT,2024-11-14,,0.43,17000.0,0.18,0.74,9443.0,9.93,10.19,26509.0,3.54
PBC,2024-11-14,,,,,2.54,340.0,19.6,19.88,11308.0,0.59
PBP,2024-11-14,1700.0,0.44,900.0,0.07,0.78,1966.0,6.51,9.48,14817.0,0.86
PCC,2024-11-14,,,2500.0,0.1,-1.13,,,11.04,,
PC1,2024-11-14,16200.0,11.36,,,1.64,1228.0,19.06,13.86,24524.0,0.95
PCG,2024-11-14,,48.82,,,0.31,-270.0,-24.77,74.97,8401.0,0.8
PCF,2024-11-14,,0.55,,,0.94,-10.0,-501.04,72.22,7074.0,0.68
PCH,2024-11-14,,,,,,735.0,16.05,18.79,10603.0,1.11
PCE,2024-11-14,,0.37,1400.0,0.08,0.27,2520.0,7.18,7.36,19154.0,0.94
PCM,2024-11-14,,,,,-0.05,42.0,333.57,24.33,16053.0,0.86
PCN,2024-11-14,,0.1,,,-0.03,-1643.0,-8.22,52.98,4317.0,3.13
PDC,2024-11-14,,0.09,,,0.99,515.0,9.71,11.21,9602.0,0.52
PDR,2024-11-14,8900.0,7.3,,,1.83,568.0,37.16,20.94,12664.0,1.67
PEC,2024-11-14,,,,,0.26,,,0.61,,
PCT,2024-11-14,,,,,0.52,1572.0,7.7,14.47,12690.0,0.95
PDV,2024-11-14,500.0,0.01,1000.0,0.06,2.0,5697.0,2.96,17.39,15099.0,1.12
PEG,2024-11-14,,,,,-1.39,-288.0,-19.3,92.37,2835.0,1.96
PDN,2024-11-14,,0.25,2300.0,0.02,0.23,9178.0,11.77,13.52,31122.0,3.47
PET,2024-11-14,,0.87,,,2.0,1252.0,21.2,13.9,21608.0,1.23
PDB,2024-11-14,,0.2,500.0,0.05,0.15,1430.0,7.06,7.89,15230.0,0.66
PEN,2024-11-14,,,,,0.08,-13.0,-517.5,17.0,11500.0,0.59
PEQ,2024-11-14,,,2000.0,0.05,0.21,,,9.96,,
PFL,2024-11-14,,,,,1.19,-35.0,-58.35,285.28,4446.0,0.46
PGB,2024-11-14,,0.04,,,0.64,734.0,21.95,12.22,12147.0,1.33
PGD,2024-11-14,,46.88,1500.0,0.05,0.42,3229.0,9.94,14.29,16438.0,1.95
PGC,2024-11-14,2500.0,2.16,1200.0,0.08,0.38,1845.0,8.19,6.6,14320.0,1.05
PGN,2024-11-14,,6.82,,,0.7,514.0,22.59,17.34,11603.0,1.0
PGI,2024-11-14,,20.43,1200.0,0.05,0.67,2089.0,11.01,8.83,16861.0,1.36
PHC,2024-11-14,,0.09,500.0,0.09,0.7,146.0,37.89,6.24,13500.0,0.41
PGT,2024-11-14,100.0,39.67,,,0.15,453.0,15.66,1.35,4470.0,1.59
PGV,2024-11-14,,0.02,926.0,0.05,0.69,-333.0,-57.89,11.29,13437.0,1.44
PGS,2024-11-14,,0.79,2000.0,0.06,-0.51,2334.0,13.71,12.05,20128.0,1.59
PHR,2024-11-14,2000.0,18.06,,,1.38,2858.0,19.87,31.39,30230.0,1.88
PHP,2024-11-14,,0.05,400.0,0.01,1.76,2320.0,14.26,12.88,18856.0,1.75
PHN,2024-11-14,,49.15,5000.0,0.06,0.17,8489.0,10.01,8.87,21838.0,3.89
PHS,2024-11-14,,83.28,300.0,0.03,-0.53,172.0,66.16,16.96,10455.0,1.09
PIS,2024-11-14,,,,,0.57,1449.0,6.7,2.59,14386.0,0.67
PIC,2024-11-14,,,1000.0,0.05,0.05,793.0,25.23,23.77,10470.0,1.91
PID,2024-11-14,,,,,,-715.0,-3.91,38.89,-2657.0,-1.05
PIT,2024-11-14,,0.62,,,0.05,-478.0,-11.08,25.13,7884.0,0.67
PIA,2024-11-14,,,2000.0,0.07,0.84,3642.0,7.36,5.7,16611.0,1.61
PIV,2024-11-14,,0.31,,,3.71,-73.0,-40.72,257.63,119.0,24.98
PJT,2024-11-14,,0.68,,,0.26,770.0,12.53,15.01,13226.0,0.73
PJS,2024-11-14,,7.09,800.0,0.04,-0.06,166.0,129.89,9.78,12293.0,1.75
PJC,2024-11-14,,0.46,3000.0,0.1,-0.48,4510.0,6.41,9.43,19781.0,1.46
PLX,2024-11-14,117800.0,17.65,1500.0,0.04,1.18,2345.0,16.59,17.36,22568.0,1.72
PLA,2024-11-14,,,,,1.16,-182.0,-24.2,647.06,9612.0,0.46
PLC,2024-11-14,300.0,0.33,1200.0,0.06,1.14,605.0,35.71,12.47,15268.0,1.41
PLE,2024-11-14,,,,,0.07,100.0,133.68,9.05,16618.0,0.81
PLP,2024-11-14,,0.38,,,0.54,25.0,176.12,39.11,11331.0,0.39
PMB,2024-11-14,,1.33,800.0,0.09,0.43,755.0,12.31,12.46,11894.0,0.78
PMG,2024-11-14,,20.17,,,0.78,383.0,21.91,32.43,14302.0,0.59
PMC,2024-11-14,200.0,3.61,11100.0,0.1,-0.01,9116.0,12.24,14.31,34929.0,3.2
PMS,2024-11-14,,,3350.0,0.11,0.81,3872.0,8.06,9.2,22165.0,1.41
PND,2024-11-14,,0.01,,,1.22,542.0,12.18,7.33,11750.0,0.56
PNJ,2024-11-14,608000.0,49.0,2000.0,0.02,0.76,6055.0,15.36,15.05,31146.0,2.99
PMW,2024-11-14,,,2200.0,0.06,1.96,2237.0,16.76,18.53,12295.0,3.05
PMT,2024-11-14,,,89.0,0.01,-0.28,85.0,92.77,14.36,16080.0,0.49
PMP,2024-11-14,2100.0,1.02,1000.0,0.08,-0.34,1563.0,8.51,8.73,16394.0,0.81
PNT,2024-11-14,,0.08,300.0,0.05,-0.13,,,6.7,,
PNG,2024-11-14,,,,,,890.0,19.78,6.03,19028.0,0.92
PNC,2024-11-14,,0.53,500.0,0.03,0.23,291.0,63.34,11.95,17512.0,1.05
PNP,2024-11-14,,,1600.0,0.07,0.2,2718.0,8.35,8.83,14015.0,1.62
POS,2024-11-14,,0.31,,,1.94,1986.0,10.16,13.45,20497.0,0.98
POB,2024-11-14,,,156.0,,,,,122.08,,
PMJ,2024-11-14,,,970.0,0.05,0.13,392.0,45.88,14.18,24045.0,0.75
POM,2024-11-14,,3.8,,,1.23,-3330.0,-0.81,2.52,2679.0,1.01
POT,2024-11-14,,0.08,100.0,0.01,0.06,128.0,138.71,27.14,15906.0,1.11
POV,2024-11-14,,0.01,300.0,0.04,0.23,722.0,11.44,8.6,14338.0,0.58
POW,2024-11-14,12300.0,3.67,,,1.32,601.0,19.47,33.25,14792.0,0.79
PPH,2024-11-14,,,3600.0,0.12,0.93,4219.0,6.86,6.67,24587.0,1.18
PPE,2024-11-14,,0.26,,,-0.62,444.0,32.69,29.0,6013.0,2.41
PPC,2024-11-14,200.0,10.12,2775.0,0.24,1.16,1235.0,9.23,8.7,14371.0,0.79
PPI,2024-11-14,,0.5,,,,-64.0,-6.28,106.38,-2986.0,-0.13
PPS,2024-11-14,,29.06,940.0,0.09,0.08,1192.0,9.23,9.94,12232.0,0.9
PPT,2024-11-14,,,,,0.38,581.0,21.5,22.74,10733.0,1.16
PPP,2024-11-14,2000.0,6.39,2400.0,0.13,-0.31,1990.0,8.94,11.19,14827.0,1.2
PQN,2024-11-14,,,,,,1043.0,3.83,5.0,5673.0,0.71
PPY,2024-11-14,,,700.0,0.08,0.13,800.0,10.63,6.62,16374.0,0.52
PSB,2024-11-14,,,,,1.18,10.0,615.74,177.64,11230.0,0.55
PRC,2024-11-14,,1.35,1000.0,0.05,0.41,1191.0,16.28,38.8,29441.0,0.66
PRT,2024-11-14,,,300.0,0.03,1.53,482.0,21.18,23.38,12882.0,0.79
PRE,2024-11-14,4200.0,0.83,450.0,0.02,0.27,1912.0,9.78,8.13,15888.0,1.18
PRO,2024-11-14,,,,,1.3,-234.0,-20.51,7.2,13029.0,0.37
PSD,2024-11-14,,,800.0,0.06,0.77,1775.0,7.21,8.29,11804.0,1.08
PSE,2024-11-14,,0.04,800.0,0.08,0.49,550.0,17.64,6.65,13202.0,0.73
PSC,2024-11-14,,0.31,700.0,0.07,-0.11,1162.0,9.12,8.03,16665.0,0.64
PSH,2024-11-14,,,,,1.21,-6026.0,-0.6,1.39,8204.0,0.44
PSI,2024-11-14,,0.42,,,1.26,371.0,19.14,20.23,11761.0,0.6
PSG,2024-11-14,,0.06,,,,-6136.0,-0.08,0.71,-6829.0,-0.07
PSL,2024-11-14,,,350.0,0.03,-0.89,,,31.24,,
PSP,2024-11-14,,0.03,,,-0.25,263.0,43.77,50.44,11603.0,0.99
PSN,2024-11-14,,,,,-0.04,841.0,12.96,11.4,13238.0,0.82
PTC,2024-11-14,,1.16,,,0.99,571.0,8.22,7.92,11651.0,0.4
PSW,2024-11-14,,1.93,500.0,0.06,1.32,118.0,68.92,11.48,11619.0,0.7
PTD,2024-11-14,5700.0,18.65,,,-1.41,-4398.0,-1.75,9.62,8113.0,0.95
PTB,2024-11-14,,24.25,2500.0,0.04,1.4,4948.0,13.14,9.42,44146.0,1.47
PTE,2024-11-14,,,,,0.5,-3849.0,-0.55,-0.73,-25112.0,-0.08
PTG,2024-11-14,,,5000.0,7.14,0.39,,,0.08,31496.0,0.02
PTH,2024-11-14,,,700.0,0.04,0.37,2082.0,7.68,14.75,18441.0,0.87
PTI,2024-11-14,,37.48,,,0.27,4738.0,6.35,13.83,28823.0,1.04
PTL,2024-11-14,,0.07,,,1.32,-354.0,-7.65,6.4,5070.0,0.53
PTO,2024-11-14,,,600.0,0.03,0.23,-411.0,-43.6,21.48,10861.0,1.65
PTP,2024-11-14,,0.04,650.0,0.06,0.77,,,11.5,,
PV2,2024-11-14,,0.19,,,1.68,-10.0,-242.91,-8.7,6713.0,0.36
PVB,2024-11-14,11300.0,1.07,,,1.87,1391.0,19.63,258.62,17944.0,1.52
PVC,2024-11-14,,,240.0,0.02,1.44,7.0,1553.4,18.56,12671.0,0.88
PTV,2024-11-14,,0.04,,,-0.16,-209.0,-19.63,10.25,11234.0,0.36
PTT,2024-11-14,,,,,0.27,1302.0,8.26,10.08,12883.0,0.83
PTX,2024-11-14,,,1500.0,0.09,-0.06,686.0,24.05,10.23,14730.0,1.12
PVD,2024-11-14,23300.0,11.53,,,1.31,1206.0,19.73,34.84,27834.0,0.86
PTS,2024-11-14,,7.8,200.0,0.03,0.42,559.0,14.31,29.48,17172.0,0.47
PVA,2024-11-14,,0.17,,,,0.0,-1351.35,7.28,-1584.0,-0.32
PVE,2024-11-14,,10.8,,,0.42,247.0,6.49,1.76,2662.0,0.6
PVG,2024-11-14,,7.01,,,0.83,88.0,75.38,21.55,12433.0,0.53
PVI,2024-11-14,6600.0,57.76,3200.0,0.07,0.78,3916.0,12.26,10.41,34670.0,1.38
PVH,2024-11-14,,,,,2.74,-745.0,-0.94,48.99,2848.0,0.25
PVO,2024-11-14,,,100.0,0.02,2.06,103.0,62.83,44.18,11637.0,0.55
PVL,2024-11-14,,0.26,,,0.88,-109.0,-35.72,390.0,3216.0,1.21
PVP,2024-11-14,38200.0,3.62,800.0,0.05,1.69,2146.0,7.6,9.6,17544.0,0.93
PVS,2024-11-14,8500.0,21.32,700.0,0.02,1.2,1918.0,19.03,26.43,29169.0,1.25
PVT,2024-11-14,147000.0,12.73,300.0,0.01,1.48,3300.0,8.52,13.16,28438.0,0.99
PVR,2024-11-14,,0.11,,,0.7,-181.0,-5.53,-16.51,8843.0,0.11
PVM,2024-11-14,,0.02,,,1.57,678.0,23.09,10.44,18243.0,0.86
PVV,2024-11-14,,0.1,,,0.64,-1010.0,-1.39,83.98,-3920.0,-0.36
PVY,2024-11-14,,0.07,,,0.46,12.0,202.59,12.39,-7132.0,-0.35
PVX,2024-11-14,,,,,0.27,-303.0,-5.94,194.59,1104.0,1.63
PWS,2024-11-14,,0.04,750.0,0.05,0.81,905.0,15.24,19.41,11349.0,1.22
PX1,2024-11-14,,,,,,,,645.16,,
PWA,2024-11-14,,0.06,,,0.93,,,4.14,,
PXA,2024-11-14,,0.11,,,0.02,51.0,23.36,3.62,2061.0,0.58
PXL,2024-11-14,,0.06,,,1.14,8.0,1663.37,610.61,9995.0,1.38
PXM,2024-11-14,,0.17,,,1.22,-1212.0,-0.49,0.08,-32045.0,-0.02
QCG,2024-11-14,29000.0,0.64,,,1.44,96.0,133.75,35.22,16412.0,0.78
PXS,2024-11-14,,10.55,,,-0.52,-101.0,-26.64,15.95,2082.0,1.3
PXT,2024-11-14,,2.28,,,1.74,34.0,82.96,46.98,2768.0,1.02
PXC,2024-11-14,,,,,,-21.0,-23.72,12.53,-6503.0,-0.08
QCC,2024-11-14,,0.77,1000.0,0.12,1.47,,,8.3,14380.0,0.59
QHW,2024-11-14,,0.22,1200.0,0.03,0.04,,,6.57,,
QNC,2024-11-14,,15.44,,,0.57,187.0,33.77,11.26,11353.0,0.56
QNP,2024-11-14,,,1200.0,0.03,0.22,3068.0,11.73,12.65,21102.0,1.71
QNS,2024-11-14,21000.0,13.48,4000.0,0.08,0.73,6727.0,7.31,13.49,25512.0,1.93
QBS,2024-11-14,,,,,0.38,-1666.0,-0.42,60.66,5313.0,0.13
QHD,2024-11-14,,0.3,2000.0,0.06,,3113.0,10.99,12.6,22260.0,1.54
QNW,2024-11-14,,,400.0,0.02,0.92,1641.0,10.54,25.57,12657.0,1.37
PXI,2024-11-14,,0.21,,,1.27,-243.0,-8.13,191.38,4433.0,0.45
QNT,2024-11-14,,,,,0.6,,,13.21,,
QNU,2024-11-14,,,386.0,0.04,,,,22.48,,
QPH,2024-11-14,,0.03,2000.0,0.07,0.05,4039.0,6.83,8.71,24599.0,1.12
QTP,2024-11-14,,0.88,1500.0,0.11,0.99,1497.0,9.16,12.35,11890.0,1.15
QSP,2024-11-14,,0.95,2000.0,0.08,0.22,,,8.36,,
RAL,2024-11-14,,2.19,5000.0,0.04,0.2,25611.0,4.95,8.65,132457.0,0.96
QTC,2024-11-14,,,,,1.07,438.0,36.05,28.07,14987.0,1.05
QST,2024-11-14,,,2000.0,0.1,-0.01,2643.0,7.76,6.64,12841.0,1.6
RBC,2024-11-14,,,,,-0.14,,,19.34,,
RCC,2024-11-14,,0.05,,,0.04,844.0,18.95,20.74,12782.0,1.25
RAT,2024-11-14,,0.49,,,-0.08,,,14.65,,
RDP,2024-11-14,,0.36,,,0.93,-938.0,-1.88,3.8,5692.0,0.31
REE,2024-11-14,,49.0,1000.0,0.02,1.19,4235.0,15.44,12.79,46258.0,1.41
RCD,2024-11-14,,0.13,,,2.68,,,36.55,,
RIC,2024-11-14,,12.09,,,-0.45,-551.0,-6.17,190.16,7773.0,0.44
RCL,2024-11-14,,,,,0.43,73.0,160.63,18.17,20684.0,0.57
S27,2024-11-14,,0.95,,,,-800.0,-0.87,-0.21,-13489.0,-0.05
RTB,2024-11-14,,,2200.0,0.08,-0.55,3298.0,8.36,12.6,27643.0,1.0
S72,2024-11-14,,0.03,,,0.1,528.0,12.5,12.27,10111.0,0.65
S74,2024-11-14,,1.0,,,1.01,-55.0,-272.28,194.4,17932.0,0.84
S4A,2024-11-14,,0.1,4700.0,0.12,-0.17,2788.0,13.95,15.08,13683.0,2.84
S12,2024-11-14,,11.38,,,0.06,-363.0,-6.89,125.0,-23355.0,-0.11
S55,2024-11-14,,0.41,1500.0,0.03,-0.27,10784.0,5.42,5.03,90525.0,0.65
S99,2024-11-14,,,,,1.23,599.0,13.03,5.64,17180.0,0.45
SAB,2024-11-14,27700.0,60.72,5500.0,0.1,0.81,3361.0,16.9,15.91,20445.0,2.78
SAC,2024-11-14,,0.03,7065.0,0.51,2.26,536.0,25.65,11.55,16496.0,0.83
SAF,2024-11-14,,3.4,3000.0,0.05,0.24,4127.0,14.18,14.21,13927.0,4.2
SAP,2024-11-14,,,,,1.83,136.0,224.46,15.7,5396.0,5.65
SAL,2024-11-14,,,420.0,0.28,,,,2.49,,
SAV,2024-11-14,,49.98,500.0,0.02,0.95,1291.0,15.92,14.79,15083.0,1.36
SAM,2024-11-14,700.0,0.54,,,0.64,183.0,35.31,30.49,12298.0,0.52
SBA,2024-11-14,,0.27,2200.0,0.07,-0.24,2287.0,13.29,16.68,15440.0,1.97
SBD,2024-11-14,,0.92,,,2.02,1021.0,7.4,13.44,11216.0,0.67
SAS,2024-11-14,,0.33,1626.0,0.05,2.2,2600.0,12.75,12.9,11700.0,2.83
SBH,2024-11-14,,,7770.0,0.16,-0.14,2625.0,18.9,18.65,12498.0,3.97
SBL,2024-11-14,,,500.0,0.06,0.79,145.0,53.29,762.38,15200.0,0.51
SBT,2024-11-14,,22.35,,,1.03,977.0,12.54,10.37,14787.0,0.83
SBR,2024-11-14,,,219.0,0.02,-1.04,1093.0,9.05,20.15,10000.0,0.99
SBS,2024-11-14,,0.47,,,2.11,-381.0,-12.77,89.04,1997.0,2.43
SBM,2024-11-14,,,4000.0,0.13,-0.24,3138.0,9.88,15.33,14039.0,2.21
SCC,2024-11-14,,,,,0.74,-553.0,-3.26,7.33,15287.0,0.12
SBV,2024-11-14,,14.71,250.0,0.03,0.17,-79.0,-125.88,4.21,17053.0,0.59
SC5,2024-11-14,,2.29,1300.0,0.07,0.68,2475.0,7.98,16.23,24720.0,0.8
SCD,2024-11-14,,6.29,,,0.58,-10658.0,-1.24,32.33,-6632.0,-1.99
SCG,2024-11-14,,,,,0.16,1967.0,33.35,55.76,15179.0,4.32
SCI,2024-11-14,,,,,1.52,304.0,26.65,5.7,19772.0,0.41
SCS,2024-11-14,81900.0,23.36,5000.0,0.06,0.75,6377.0,12.54,12.01,16223.0,4.93
SCL,2024-11-14,,,,,1.22,1958.0,13.88,7.87,14263.0,1.9
SCO,2024-11-14,,,,,-0.16,,,11.76,-22272.0,-0.25
SCJ,2024-11-14,,,,,1.08,177.0,19.76,18.09,11909.0,0.29
SCR,2024-11-14,19090.0,0.59,,,1.19,29.0,181.38,129.57,12930.0,0.41
SCY,2024-11-14,,0.01,380.0,0.03,-0.09,1057.0,11.35,24.79,14614.0,0.82
SD1,2024-11-14,,,,,,-5070.0,-0.16,,-1219.0,-0.66
SD3,2024-11-14,,0.17,,,1.67,-925.0,-5.73,2.85,1292.0,4.1
SD5,2024-11-14,,2.44,600.0,0.08,0.24,865.0,9.01,9.05,18303.0,0.43
SD6,2024-11-14,,0.34,,,-0.54,-1940.0,-1.51,25.43,5124.0,0.57
SD4,2024-11-14,,0.43,,,0.73,-12180.0,-0.25,30.9,278.0,10.79
SBG,2024-11-14,,0.19,,,0.53,1160.0,8.75,6.34,17889.0,0.57
S96,2024-11-14,,1.43,,,,49.0,8.14,0.89,7474.0,0.05
SB1,2024-11-14,,0.68,500.0,0.08,-0.62,881.0,6.81,53.39,15798.0,0.38
SBB,2024-11-14,,0.01,1000.0,0.05,-0.15,-391.0,-46.65,-68.38,18046.0,1.01
SD7,2024-11-14,,0.47,,,0.9,40.0,70.58,-19.72,11317.0,0.25
SD8,2024-11-14,,10.98,,,,-591.0,-2.54,0.28,-10570.0,-0.14
SD2,2024-11-14,,5.98,,,-0.85,649.0,6.78,28.46,12557.0,0.35
SD9,2024-11-14,100.0,2.59,,,0.65,734.0,16.07,18.98,24778.0,0.48
SDA,2024-11-14,,,,,0.78,487.0,10.26,18.2,6878.0,0.73
SDD,2024-11-14,,0.28,,,1.03,-1015.0,-1.48,-2.75,5872.0,0.26
SDG,2024-11-14,,0.02,2000.0,0.14,-0.2,327.0,43.37,4.12,33567.0,0.42
SDB,2024-11-14,,0.23,,,,-1611.0,-0.31,0.81,1427.0,0.35
SDK,2024-11-14,,1.07,,,0.51,2172.0,8.75,7.6,20185.0,0.94
SDJ,2022-12-09,,0.33,,,,288.0,10.76,7.52,2793.0,1.11
SDC,2024-11-14,,3.32,500.0,0.05,0.53,850.0,12.0,13.23,20139.0,0.51
SDT,2024-11-14,,1.28,,,,287.0,13.28,10.05,18136.0,0.21
SDN,2024-11-14,300.0,22.39,1500.0,0.05,-0.07,6145.0,5.29,12.74,21593.0,1.51
